,      . بہت وسیع موضوع ہے اور میں محنت سے بھاگنے والا۔
یعنی الفاظ کے باہمی رشتے اور معنیاتی سلسلے محاورات کو اور عام زبان کے ساتھ ان کے رشتوں کو سمجھنے میں یہ صورت حال بہت مدد دیتی ہے۔
’’میں تحریر و تصنیف کے جملہ آداب سے واقف ہوں، میرے قلم سے بے ادبی شاذ و نادر ہی ہو سکتی ہے، میں فحش نگار نہیں افسانہ نگار ہوں۔
17 کیا وہ خالق جو (اتنا کچھ) پیدا فرمائے اس کے مثل ہو سکتا ہے جو (کچھ بھی) پیدا نہ کر سکے، کیا تم لوگ نصیحت قبول نہیں کرتے 18۔
اور اس کے دونوں گالوں پر وہ گرم اور نم آلود بوسے اور دن میں کتنی کتنی مرتبہ اس کے منہ سے شراب کی تیز بدبو تو ضرور آتی تھی۔
اوروہی (اللہ) ہے جس نے رات اور دن کو پیدا کیا اور سورج اور چاند کو (بھی)، تمام (آسمانی کرّے) اپنے اپنے مدار کے اندر تیزی سے تیرتے چلے جاتے ہیں۔
جذبوں سے بھری ہوئی رنگ پچکاری جیسی، دہشت سے نکلی ہوئی چیخ جیسی اور حیرت کے اس لمحے کی طرح جو عین صلیب پر اترے اور زندگی کا جوہر کشید کرے۔
سورۃ الْإسْراء / بنی إسْرآئیل سورت : مکی ترتیب تلاوت : 17 ترتیب نزولی : 50 رکوع : 12 آیات : 111 پارہ نمبر : 15 بسم اللہ الرحمن الرّحیم 1۔
شکیل الرحمن نے پریم چند کی کہانیوں کی روشنی میں بچوں کی نفسیات، حالات کا نفسیاتی رد عمل، اس کے اثرات اور حسی تصورات کے حوالے سے اچھی بحث کی ہے۔
قرآنی اصطلاح "رتق" کی سائنسی تفسیر ہمیں اس بات سے آگاہ کرتی ہے کہ بے پناہ توانائی نے کائنات کو اس وقت ’ابتدائی کمیتی اکائی‘ کی صورت میں باندھ رکھا تھا۔
قیلولہ دوپہر کے سونے کو کہتے ہیں، حاصل یہ ہے کہ وہ آگ شب و روز ان کے ساتھ رہے گی اور کسی بھی وقت ان سے جدا نہیں ہو گی۔
مصوّر : یہ نظم پانچ بندوں پر مشتمل ہے اور ہر بند آٹھ مصرعوں سے تشکیل دیا گیا ہے، مگر ان مصرعوں کی ترتیب سے بند کی ہیئت بدل گئی ہے۔
پر فتاوی اور شرعی فیصلہ جات کے ’فتاوی قاضی خان‘، ’فتاوی بزازیہ‘، ’فتاوی ابن تیمیہ‘، ’فتاوی امام نووی‘، ’فتاوی امام سبکی‘ اور ’فتاوی الہندیہ‘ جیسے مجموعات مرتب ہوئے۔
یوں نہ دیکھیں مجھے ترحّم سے اور کوئی عذاب دے دیجئے . طارقؔ تو یہی کہہ کے مشیت کا بھرم رکھ اچھا چلو قسمت میں مری غم ہیں تو ہوں گے۔
یہ واعظ خوش کلام، اللہ اللہ شرمندۂ ذوق عام، اللہ اللہ افسانہ تراش اور حق گو، توبہ! دیں اس کو بھی جام، اللہ اللہ لاریب کہ رہنمائے دوراں تو ہے۔
! (بخاری ) تشریح میرک رضی اللہ عنہ کہتے ہیں کہ ابن ماجہ اور احمد نے اپنی روایت میں "" رنگین"" کے ساتھ مہندی اور وسمہ کے الفاظ بھی نقل کئے ہیں۔
! آمد و خرچ کا حساب ان کا محبوب مشغلہ بھی ہے اور ہائی اسکول میں ریاضی میں امتیاز کے ساتھ کامیابی یعنی کا وہ پورا فائدہ ابھی تک اٹھاتے ہیں۔
! اب رہا کائنات کی جانب سے انسان کے مامون و مصؤن رہنے کی صورت تو وہ صرف انسان اور کائنات کی حرکت میں باہمی مطابقت اور یک جہتی پر موقوف ہے۔
! اور اگر کسی نے اپنے باپ یا اپنے دادا کو اور یا اپنی ماں کو ذبح کرنے کی نذر مانی تو تمام علماء کے نزدیک اس کی نذر لغو ہو گی۔
! اگر اللہ تعالی کی راہ میں جہاد، حج اور اپنی والدہ کے ساتھ نیکی کرنے کا مسئلہ نہ ہوتا تو میں غلام ہونے کی حالت میں فوت ہونے کو پسند کرتا۔
! تو جا اور جنت میں داخل ہو، وہاں تیرے لئے دنیا ( کی مسافت ) کے بقدر اور اس سے دس گنی مزید جگہ تیرے لئے ( مخصوص کر دی گی۔
! رشتۂ در گردنم افگندہ دوست مہ برد ہر جا کہ خاطرخواہ اوست چلو! اتنی دیر میں‌اورسب حوریں بھی آ گئیں اور زمرد حسین کو ساتھ لیے قصر دری کے باہر نکلی۔
! ساتوں سمندر اسی وجود میں ہیں، اور تمام ستارے اسی جگہ چمک دمک رہے ہیں، ان ستاروں کی کوئی تعداد بتا نہیں سکتا، لاتعداد انگنت ستاروں کی روشنی پھیلی ہوئی ہے۔
! شبانہ کو لگتا ہے کہ اس سے گلے ملنے والا یہ بوڑھا شاید سٹیا گیا ہے، وہ حیرت سے لوگوں کو دیکھتے ہوئے مسکرا کر کہتی ہے: شکریہ دادا جی شکریہ۔
! نہ جانے کیوں جولیا سچ مچ اس کے لئے مغموم ہو گئی تھی! ﴿﴾ ﴿﴾ ﴿﴾ جوزف بس چلتا ہی رہا! اسے احساس نہیں تھا کہ وہ کتنا چل چکا ہے۔
! وہ شخص ( انتہائی تحیر واستعجاب کے عالم میں ) کہے گا کہ ( پروردگار !) کیا آپ مجھ سے مذاق کررہے ہیں یا یہ کہے گا کہ آپ مجھ سے۔
! ٭٭٭ زندگی کا تسلسل (پانچوں بچے) میں نے اپنی دیانت کی سب دولتیں اپنی اولاد کو دیں فقط اور باقی عزیزوں کو صرف اور صرف اپنے حصے کا گھر لکھ دیا۔
! پھر جولیا نے دیکھا کہ وہ کار میں بیٹھ کر اسے اسٹارٹ کرنے کی کوشش کر رہا ہے! تھوڑی ہی دیر بعد وہ انجن کھولے اس پر جھکا ہوا نظر آیا۔
!! اعتبار کیا ! میں بچے کے آنسوؤں کی طرح ہو گئی اور ابھی تک آنکھوں کی طرح ہوں اور ابھی تک مسلمان ہوں! زندگی کی چھاؤں میں کوئی سورج نہیں ہے۔
!! پروفیسر بشیر احمد سوز قلم قبیلے کے سارے لوگو قلم اٹھؤ کہ ایک لمحہ زمیں کے سینے کو چاک کرنے وجود ہستی کو خاک کرنے فلک سے نیچے اتر گیا ہے۔
!مقصد یہ تھا کہ ان باتوں کی بشارت تمام صحابہ سن لیں اور اس ضمن میں ان دونوں شکایت کنندہ کو جواب بھی حاصل ہو جائے جس سے ان کو تسلی ہو۔
"        ." پھر رافی اسٹیئرنگ پر ایک بازو رکھ کر رابرٹ ٹائیلر کے انداز سے کہتا تھا۔
" رسول اللہ صلی اللہ علیہ والہ وسلم نے ارشاد فرمایا: "اس کی قسم جس کے قبضے میں میری جان ہے، میں تمہارے مابین اللہ کے قانون کے مطابق فیصلہ کروں گا۔
" رویت ہلال کا بیان شعبان کے آخری نصف مہینے میں روزہ رکھنے کی ممانعت "حضرت ابوہریرہ رضی اللہ عنہ راوی ہیں کہ رسول کریم صلی اللہ علیہ وآلہ وسلم نے فرمایا۔
" سبیعۃ نے رسول اللہ صلی اللہ علیہ والہ وسلم سے اس بات کا ذکر کیا تو آپ نے فرمایا، "ابو السنابل نے غلط بات کہی" یا یہ فرمایا، "ایسا نہیں ہے۔
" سر سید نے ان سے کہا کہ، " آپ کو خدا کی وحدانیت اور رسول خدا صلی اللہ علیہ و آلہ و سلم کی رسالت پر تو ضرور یقین ہو گا؟
" سو، اے میرے پیارے جون، میں تمہاری اس نثر کے ورغلاوے اور دبدبے میں نہیں آیا ہوں مگر مجھ سے وعدہ لیا گیا تھا کہ تمہاری نثر پر میں لکھوں گا۔
" سود کا بیان ادھارلین دین میں سود کا مسئلہ " حضرت اسامہ بن زید کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا ادھارلین دین میں سود ہوجاتا ہے۔
" سورج گرہن پر غلاموں کی آزادی اس کے علاوہ رسول اللہ صلی اللہ علیہ و الہ و سلم نے سورج گرہن کے موقع پر بھی غلام آزاد کرنے کا حکم دیا۔
" صفیہ نے اس کی حالت پر غور کرتے ہوئے کہنا شروع کیا اور اس کے چہرے پر نظریں جمائے ہوئے وہ ساری بات بتائی جو طاہر چوپال میں سن چکا تھا۔
" طب کا بیان سحر کی تعریف وحقیقت "اس موقع پر یہ بتا دینا ضروری ہے کہ سحر کی تعریف وحقیقت کیا ہے اور یہ سحر کی کونسی قسم موجب کفر ہے۔
" طب کا بیان نجومیوں اور کاہنوں کے پاس جانے والے کے بارے میں وعید "اور حضرت حفصہ رضی اللہ عنہا کہتی ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان " اور حضرت ابوہریرہ رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان " اور حضرت سنجرہ ازدی رضی اللہ تعالی عنہ (اسم گرامی سنجرہ رضی اللہ تعالی عنہ اور کنیت ابوعبد اللہ ہے۔
" علم کا بیان علم اور اس کی فضیلت کا بیان " اور حضرت عون رضی اللہ تعالی عنہ راوی ہیں کہ حضرت عبداللہ بن مسعود رضی اللہ تعالی عنہ نے فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضر ابوہریرہ رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت ابن سیرین رحمہ اللہ تعالی فرماتے ہیں کہ یہ علم (یعنی کتاب و سنت کا علم) دین ہے۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت ابن مسعود رضی اللہ عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت ابوسعید خدری رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت ابوہریرہ رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت ابوہریرۃ رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت انس رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ اور حضرت معاویہ رضی اللہ تعالی عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" علم کا بیان علم اور اس کی فضیلت کا بیان """ حضرت عبداللہ بن عمرو رضی اللہ عنہ راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے ارشاد فرمایا۔
" عمرو بن العاص نے منت کر کے مستغیث کو اس شرط پر راضی کیا کہ ایک ایک تازیانے کے عوض میں دو دو اشرفیاں لے کر اپنے حق سے باز آئے۔
" فلمی دنیا میں جگہ نہ سہی ادبی دنیا میں تو ہوتی ہے اور سچی بات تو یہ ہے کہ ادھر ایک اچھے اور کھرے ادیب ہی کی جگہ ہوا کرتی ہے۔
" قعقاع بن حیکم سے روایت ہے کہ کعب الاحبار نے کہا اگر میں چند کلمات نہ پڑھا کرتا تو یہودی مجھے گدھا بنا دیتے لوگوں نے پوچھا وہ کلمات کیا ہیں۔
" قلی ابھی کچھ جواب دینے ہی لگا تھا کہ اسے چند قدم کے فاصلے پر خانساماں نظر آیا جو ہاتھ میں سگریٹ کا ڈبہ اور چھڑی پکڑے چلا آ رہا تھا۔
" قیامت کی علامتوں کا بیان آخری زمانہ کے بارے میں ایک پیشگوئی """ اور حضرت ابوہریرہ رضی اللہ تعالی عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" قیامت کی علامتوں کا بیان امام مہدی کے بارے میں پیشگوئی "اور حضرت عبداللہ بن مسعود رضی اللہ تعالی عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" قیامت کی علامتوں کا بیان ایک آگ کے بارے میں پیشگوئی " "" اور حضرت ابوہریرہ رضی اللہ تعالی عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" قیامت کی علامتوں کا بیان دریائے فرات سے خزانے نکلنے کی پیشگوئی """ اور حضرت ابوہریرہ رضی اللہ تعالی عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" قیامت کی علامتوں کا بیان قیامت کی علامتیں """ حضرت انس رضی اللہ تعالی عنہ کہتے ہیں کہ میں نے رسول کریم صلی اللہ علیہ وسلم کو یہ فرماتے ہوئے سنا۔
" لباس کا بیان آنحضرت صلی اللہ علیہ وسلم کے استعمال کی خوشبو اور حضرت انس رضی اللہ عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم کے پاس سکہ تھی۔
" لباس کا بیان ریشمی کپڑا پہننے والے مرد کے بارے میں وعید " اور حضرت ابن عمر رضی اللہ عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا۔
" لباس کا بیان پرانے کپڑے کو ضائع مت کرو "اور حضرت عائشہ رضی اللہ عنہا کہتی ہیں کہ (ایک دن ) رسول کریم صلی اللہ علیہ وسلم نے مجھ سے فرمایا۔
" لباس کا بیان کرتے کی فضیلت "اور حضرت ام سلمہ رضی اللہ عنہا کہتی ہیں کہ رسول کریم صلی اللہ علیہ وسلم تمام کپڑوں میں کرتا سب سے زیادہ پسند تھا۔
" لعان کا بیان تین شخص جو مرفوع القلم ہیں اور حضرت علی کرم اللہ وجہہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا تین شخص مرفوع القلم ہیں۔
" لوگوں میں تغیر وتبدل کا بیان خوف الہی سے گریہ کی فضیلت حضرت عبداللہ بن مسعود رضی اللہ عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وآلہ وسلم نے فرمایا۔
" لوگوں میں تغیر وتبدل کا بیان ذکر اللہ اور خوف خداوندی کی فضیلت "حضرت انس رضی اللہ عنہ سے روایت ہے کہ رسول کریم صلی اللہ علیہ وآلہ وسلم نے فرمایا۔
" لیلۃ القدر کا بیان شب قدر تئیسویں شب "حضرت عبداللہ بن انیس رضی اللہ عنہ کہتے ہیں کہ میں نے عرض کیا کہ یا رسول اللہ! میرا مکان جنگل میں ہے۔
" ماعز اسلمی کے مقدمے میں بھی رسول اللہ صلی اللہ علیہ و الہ و سلم نے اس لونڈی کی گواہی کو قبول فرمایا تھا جن کی آبرو ریزی کی گئی تھی۔
" مردار کی کھالوں کا بیان عبد اللہ بن عباس سے روایت ہے کہ رسول اللہ صلی اللہ علیہ و سلم نے فرمایا جو کھال دباغت کی جائے پاک ہو جائے گی۔
" مردہ کو دفن کرنے کا بیان صاحبزادی کے انتقال پر آنحضر صلی اللہ علیہ وآلہ وسلم کے آنسو "حضرت انس رضی اللہ عنہ فرماتے ہیں کہ میں اس وقت موجود تھا۔
" مسائل اجماعیہ حضرت عمر رضی اللہ تعالی عنہ نے جن مسائل کو صحابہ رضی اللہ تعالی عنہم کے مجمع میں پیش کر کے طے کیا ان کی تعداد کچھ کم نہیں۔
" مستحاضہ کا بیان مستحاضہ کا بیان " "" حضرت عروہ بن زبیر رحمہ اللہ تعالی علیہ (تابعی ) ( حضرت عروہ زبیر بن العوام کے صاحبزادے اور عظیم المرتبت تابعی ہیں۔
" مسز ترویدی نے مڑ کر ہمیں دیکھتے ہوئے کہا: "بنا پریم دھیرج نہیں برہا بنا بیراگ ست گرو بنا نہ چھوٹیے من منسا کی آگ یہ بھی کبیر نے کہا ہے۔
" مسٹر بیڈن کو اس بات کا یقین نہ آیا اور انہوں نے کئی بار سر سید سے پوچھا کہ کیا فی الواقع اس کا کوئی نسخہ ہندوستان میں شائع نہیں ہوا؟
" معلوم نہیں کہ اس مولوی کا یہ بیان صحیح تھا یا غلط مگر سر سید نے جو یہ حال سن کر اس کو جواب دیا وہ لطف سے خالی نہ تھا۔
" مناقب کا جامع بیان انصار کی فضیلت """ اور حضرت قیس بن ابی حازم رحمہ اللہ تعالی علیہ (تابعی ) کہتے ہیں کہ جو لوگ جنگ بدر میں شریک ہوئے تھے۔
" مناقب کا جامع بیان حضرت انس کے حق میں مستجاب دعا " اور حضرت ام سلیم رضی اللہ تعالی عنہا سے (جو حضرت انس رضی اللہ تعالی عنہ کی والدہ ہیں۔
" مولے گنڈاسے والے نے چارپائی پر بیٹھتے ہوئے اپنا ایک بازو آنکھوں پر رگڑا اور لرزتے ہوئے ہونٹوں سے بالکل معصوم بچوں کی طرح ہولے بولا"تو کیا اب روؤں بھی نہیں!"۔
" میرے پاس بھی اتنے پیسے نہیں تھے کہ میں اسے ادھار دے کر برتن بیچنے سے باز رکھتا ویسے بھی اس نے مجھ سے ادھار لئے روپے کبھی واپس نہیں کئے۔
" میں اس وقت صغیر سن تھا، جب شاہ صاحب نے روپیہ چڑھایا، والد نے مجھ سے کہا، " جاؤ روپیہ اٹھا لو! " میں نے آگے بڑھ کر روپیہ اٹھا لیا۔
" میں نے یہ طویل اقتباس اس لیے درج کیا کہ مجھ پر عبارت کو اسکے سیاق و سباق سے الگ کر کے اسکا جائزہ لینے کا الزام عاید نہ ہو سکے۔
" نبی کریم صلی اللہ علیہ وسلم کی ازواج مطہرات کے مناقب کا بیان حضرت ام حبیبہ رضی اللہ عنہا "حضرت ام حبیبہ رضی اللہ عنہا ان کا اصل نام رملہ تھا۔
" نبی کریم صلی اللہ علیہ وسلم کی ازواج مطہرات کے مناقب کا بیان حضرت ام سلمہ رضی اللہ عنہا "حضرت ام سلمہ رضی اللہ عنہا ان کا اصل نام ہند تھا۔
" نفل روزہ کا بیان صرف ہفتہ کے دن روزہ رکھنے کی ممانعت "حضرت عبداللہ بن بسر رضی اللہ عنہ اپنی ہمشیرہ عزیزہ سے جن کا نام صماء رضی اللہ عنہ تھا۔
" نماز کا بیان قبولیت دعا کا وقت " حضرت ابوامامہ رضی اللہ تعالی عنہ فرماتے ہیں کہ عرض کیا گیا یا رسول اللہ کسی وقت دعا بہت زیادہ قبول ہوتی ہے؟
" والسلام تمہارا دوست" رات کو گھر سے رخصت ہوتے وقت اس نے اپنی بیوی کو یہ خط دیتے ہوئے کہا: "بیگم، مجھے اچانک ایک دوست کے ہاں جانا پڑ گیا ہے۔
" وہ اپنے ساتھیوں کو یہ خطوط دکھاتے اور خوش ہو کر بتاتے کہ یہ خط ہمیں امریکہ، جرمنی، ہالینڈ، فرانس، ڈنمارک، ناروے، سویڈن، اٹلی، انگلینڈ اور انڈیا سے موصول ہوئے ہیں۔
" وہ یہ سب سن کر اپنا سر پکڑ لیتا اور اس شخص کو پکڑ کر باہر کر دیتا اور اسے بتاتا کہ اسے اس کی مطلوبہ چیز کہاں مل سکتی ہے۔
" پاکی کا بیان مسواک کرنے بیان " حضرت ابو سلمہ رضی اللہ تعالی عنہ ( حضرت ابو سلمہ تابعی ہیں، بعمر ۷۲ سال ۹۴ ھ میں آپ کا انتقال ہوا ہے۔
" پاکی کا بیان پاخانہ کے آداب کا بیان آداب ان چیزوں کو کہتے ہیں کہ جس کا ذکر کرنا اچھا اور بہتر ہو وہ چیزیں خواہ عمل سے تعلق رکھتی ہوں۔
" پاکی کا بیان پاکیزگی کا بیان """ اور قبیلہ بنی سلیم کے ایک آدمی راوی ہیں کہ سرکار دو عالم صلی اللہ علیہ وسلم نے باتوں کو (جو آگے مذکور ہیں۔
" پطرس نے قرآن مجید کا جو ترجمہ اپنی نگرانی میں کرایا اس میں حقائق کو اتنا مسخ کیا، کہ "بلا شبہ" جس نے فرانسیسی زبان میں قرآن حکیم کا ترجمہ کیا۔
" پناہ مانگنے کا بیان کفر سے پناہ مانگنی چاہئے حضرت مسلم بن ابی بکرہ کہتے ہیں کہ مرے والد ہر نماز یا فرض نماز کے بعد یہ دعا مانگا کرتے تھے۔
" پھر خواجہ نصر الدین باہر سڑک پر نکل گئے اور چائے خانے کا مالک اپنے گاہکوں کے پاس آ کر آئندہ ہونے والے واقعات کا بے چینی سے انتظار کرنے لگا۔
" پہلا: اور ہاں‌میں نے یہ بھی سنا تھا کہ اس حور کو وہ تجرد بھی حاصل نہیں‌ہوا جو اوروں‌کو ہے، اس لیے کہ اس کے مادی تعلقات منقطع نہیں‌ہونے پائے تھے۔
" ڈاکٹر مور نے اپنی کتاب  " 3 1982" میں کی اس "علقہ" کو بیان کیا ہے اور جونک اور علقہ کی تصاویر ساتھ ساتھ دی ہیں۔
" کتاب اور سنت کو مضبوطی سے پکڑنے کا بیان کتاب اور سنت کو مضبوطی سے پکڑنے کا بیان """ اور حضرت ابورافع رضی اللہ تعالی عنہ(آپ کا اسم گرامی اسلم ہے۔
" کتاب اور سنت کو مضبوطی سے پکڑنے کا بیان کتاب اور سنت کو مضبوطی سے پکڑنے کا بیان """ حضرت ربیعہ الجرشی ( آپ کا اسم گرامی ربیعۃ بن التمار ہے۔
" کھانوں کے ابواب مکھن آنحضرت صلی اللہ علیہ وسلم کو پسند تھا اور بسر کے دونوں بیٹوں (یعنی حضرت عبداللہ اور حضرت عطیہ ) سے جو اسلمی (اور صحابی ) ہیں۔
" کھانوں کے ابواب کھانے کے بعد شکر وحمد اور حضرت ابوسعید خدری رضی اللہ عنہ کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم جب کھانے سے فارغ ہوتے تو فرماتے۔
" کے بعض طرق میں موجود اس اضافے سے استدلال کیا کہ "جس نے لوگوں کو گمراہ کرنے کے لئے مجھ سے جھوٹ منسوب کیا، وہ اپنا ٹھکانہ جہنم میں بنا لے۔
" گھوم جا" اس نے اپنے گدھے سے کہا "تو نے تین کے پانسے کے خلاف ہرایا ہے تو اب گیارہ کے خلاف جتا، نہیں تو میں تجھے قصاب گھر دکھاؤں گا۔
" یحیی بن سعید سے روایت ہے کہ انہوں نے پوچھا عمرہ بنت عبدالرحمن سے کہ جو شخص ہدی روانہ کرے مگر خود نہ جائے کیا اس پر کچھ لازم ہوتا ہے۔
" یعنی بے شک وہ لوگ جن کے بارے میں ہماری طرف سے بھلائی (یعنی نجات) کا فیصلہ پہلے ہی ہو چکا ہو گا، وہ اس (جہنم) سے دور رکھے جائیں گے۔
" یہ اقتباسات بہت طویل ہو گئے ہیں، مگر تفہیمات جلد دوم کے چند فقرے اور تقاضا کر رہے ہیں کہ ان کو بھی اس سلسلہ میں ناظرین تک پہنچا دیا جائے۔
" یہ بات خلاف حقیقت ہے اور کسی احمق قسم کے حکیم (یا شاید بینگن کے کسی تاجر) نے اسے رسول اللہ صلی اللہ علیہ والہ وسلم سے منسوب کر دیا ہے۔
" ۱۴ فریب زدہ لوگ مطلب یہ ہے کہ یہ بد باطن مسلمانوں کے پاس آ کر اپنی ایمان دوستی اور خیر خواہی ظاہر کر کے انہیں دھوکے میں ڈالنا چاہتے ہیں۔
" • اگر اس حدیث کی صرف ایک ہی سند ہو تو پھر اس کا مطلب ہوتا ہے کہ "ایک گروہ کے نزدیک یہ حدیث حسن ہے اور دوسرے کے نزدیک صحیح۔
"" "" اور ان میں موٹاپا یعنی فربہی پیدا ہوگی "" لفظ "" سمن "" کے معنی موٹاپے، کے ہیں جو بہت کھانے پینے اور تنعم وترفہ کے سبب پیدا ہوتا ہے۔
"" ( ابوداؤد، سنن نسائی ) تشریح: سوراخ میں پیشاب کرنے سے اس لیے روکا جا رہا ہے کہ اکثر و بیشتر سوراخ کیڑے مکوڑوں اور سانپ بچھو کا مسکن ہوتے ہیں۔
"" ( مسلم ) اور حضرت ابوہریرہ رضی اللہ تعالی عنہ کی روایت یدخل من امتی الجنۃ حضرت ابن عباس کی روایت سے توکل کے باب میں ذکر کی جا چکی ہے۔
"" (ابن ماجہ) تشریح : بعض فرشتوں سے مراد یا تو خواص فرشتے ہیں یا سب فرشتے مراد ہیں جو عام فرشتوں میں کسی بھی طرح کی برگزیدگی اور برتری رکھتے ہیں۔
"" (ابو داؤد، ترمذی) اور حضرت عباس کہتے ہیں کہ رسول کریم صلی اللہ علیہ وسلم نے فرمایا (دیت کے اعتبار سے ) تمام انگلیاں برابر ہیں اور تمام دانت برابر ہیں۔
"" (ابوداؤد ) تشریح "" خلوق "" ایک قسم کی خوشبو کو کہتے ہیں جو زعفران وغیرہ سے بنائی جاتی ہے، خلوق استعمال کرنے کی یہ ممانعت صرف مردوں کے لئے ہے۔
"" (ابوداؤد ) تشریح حدیث کے راوی وحشی ابن حرب، کے دادا کا نام بھی وحشی ابن حرب ہی تھا، یہ (وحشی ابن حرب جو حدیث کے راوی وحشی کے دادا ہیں۔
"" (ابوداؤد و ابن ماجہ) تشریح حدیث میں لفظ "" اہل"" سے مراد صرف بیوی بھی لی جا سکتی ہے اور بیوی اولاد، غلام اور لونڈیاں بھی مراد لی جا سکتی ہیں۔
"" (ابوداؤد) تشریح آپ صلی اللہ علیہ و سلم نے اس آدمی کے سلام کا جواب اس لیے نہیں دیا کہ دراصل "" سلام "" اللہ تبارک و تعالی کا نام ہے۔
"" (ابوداؤد) تشریح اس حدیث سے یہ بات بصراحت معلوم ہوگئی کہ سجدہ تلاوت قاری (یعنی قرآن کریم پڑھنے والے ) اور سامع (یعنی تلاوت سننے والے ) دونوں پر واجب ہے۔
"" (ابوداؤد، سنن نسائی ) تشریح: پیشاب کرنے کے بعد جب آپ وضو فرماتے تو دفع وساوس کے لیے تھوڑا سا پانی لے کر ستر کی جگہ ازار پر چھڑک لیتے تھے۔
"" (ابوداؤد، نسائی ) تشریح عرب میں یہ دستور تھا کہ بوڑھی عورتیں، جوان عورتوں کی مشابہت اختیار کرنے کے لئے اپنے دانت کے کناروں کو تیز اور باریک کیا کرتی تھیں۔
"" (اس روایت کو ترمذی، دارمی، ابو داؤد، اور نسائی نے نقل کیا ہے لیکن ابوداؤد اور نسائی کی روایت میں "" غزوہ "" کی بجائے "" سفر "" کا لفظ ہے۔
"" (بخاری ومسلم ) تشریح: "" خیبر "" ایک جگہ کا نام ہے جو مدینہ سے ساٹھ میل دور ملک شام کی سمت واقع ہے، یہ غزوئہ ۷ھ میں پیش آیا تھا۔
"" (ترمذی ) تشریح: اور تمہیں خوش نہ کردوں "" آنحضرت صلی اللہ علیہ وسلم کا مطلب یہ تھا کہ دنیا کی جو پریشانی آتی ہے اور جو بھی غم پڑتا ہے۔
"" (ترمذی، نسائی، دارقطنی ) تشریح "" بئر رومہ کا کنواں "" یہ مدینہ کے اس بڑے کنویں کا نام ہے جو وادئ عقیق میں مسجد قبلتین کے شمالی جانب واقع ہے۔
"" (جامع ترمذی ) تشریح اس حدیث میں تین قسم کے لوگوں کے لیے و عید بیان کی جا رہی ہے، سب سے پہلے ان لوگوں کے بارے میں کہا گیا ہے۔
"" (جامع ترمذی ) تشریح قربانی واجب ہونے کی یہ سب سے بڑی دلیل ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے اس پر مداومت فرمائی اور ہمیشہ قربان کرتے رہتے۔
"" (جامع ترمذی، سنن ابوداؤد) تشریح حضرت عبداللہ ابن عباس رضی اللہ تعالی عنہ سے لوگوں کے کہنے کا مطلب یہ تھا کہ آپ اس وقت بلا سبب سجدہ کیوں کرتے ہیں۔
"" (جامع ترمذی، سنن ابوداؤد، سنن نسائی) تشریح مطلب یہ ہے کہ جس طرح کوئی آدمی گرم پتھر پر زیادہ دیر تک نہیں بیٹھ سکتا بلکہ جلد ہی اٹھ کھڑا ہوتا ہے۔
